"ID","NAME","LVL","YEAR","ORGS","G","GS","IP","ERA","WOBA","FIP","BABIP","LD_RATE","GB_RATE","FB_RATE","HR_FB","BB_RATE","SO_RATE","NITRORATE","SWM","CHASERATE","EV_70"
110294668,"Keuchel, Dallas",Rk,2022,ARI,2,2,12.0,4.5,0.28861,0.558,0.387097,0.193548,0.580645,0.193548,0.0,0.04,0.34,16.100,48.200,43.300,92.63463800000002
111818961,"Plassmeyer, Michael",AA,2021,"SF, TB",23,19,109.1,4.69,0.3343799136,3.741,0.343333,0.227414,0.336449,0.308411,0.11194,0.049145,0.264957,17.400,23.400,29.600,90.053608
111797951,"Griffin, Foster",AAA,2022,"KC, TOR",31,0,41.1,1.96,0.2623228916,3.163,0.271028,0.198198,0.522523,0.234234,0.1,0.060241,0.26506,13.600,25.000,27.800,88.303042
111826196,"Barcenas, Jose",Rk-,2022,COL,11,0,16.1,13.22,0.5121255814,5.338,0.428571,0.228571,0.314286,0.371429,0.25,0.091954,0.195402,8.300,32.000,28.600,89.19898
111806266,"Vasquez, Andrew",AAA,2021,"LA, MIN",39,0,48.1,3.54,0.2913298077,3.761,0.252874,0.193548,0.580645,0.172043,0.25,0.115385,0.379808,12.000,31.500,27.800,87.617197
41880,"Stock, Robert",AAA,2021,"CHC, NYM",13,6,35.1,3.57,0.3242587838,4.055,0.307692,0.15625,0.354167,0.322917,0.106383,0.080537,0.261745,15.600,25.900,22.800,92.95572010000001
111820365,"Cordero, Pedro",Rk-,2021,KC,7,3,16.2,4.86,0.354974026,4.47,0.267857,0.241379,0.396552,0.258621,0.0,0.089744,0.115385,3.600,23.800,24.300,87.29356470000005
111498433,"Tropeano, Nick",MLB,2021,"NYM, SF",5,0,8.0,2.25,0.3365242424,5.373,0.25,0.233333,0.433333,0.2,0.111111,0.088235,0.058824,15.100,28.600,23.600,93.384607029264
111828795,"Santos, Reyson",Rk-,2021,PIT,13,0,15.2,12.06,0.481711828,7.934,0.34,0.285714,0.326531,0.326531,0.0,0.322581,0.11828,6.100,28.700,18.400,90.03492
111836148,"Rodriguez, Marcos",Rk-,2021,NYM,21,0,28.1,7.62,0.4015481752,3.669,0.394737,0.191781,0.410959,0.342466,0.034483,0.167883,0.262774,5.500,30.400,25.000,88.70348839999997
111820195,"Ayola, Julio",Rk-,2021,TEX,13,8,43.2,4.53,0.3091306011,3.119,0.290076,0.173228,0.598425,0.165354,0.034483,0.087432,0.185792,3.100,24.500,22.900,87.254413
111811780,"Calzadilla, Abraham",Rk,2022,ARI,13,0,16.1,2.2,0.3262098765,5.402,0.204545,0.205128,0.461538,0.205128,0.153846,0.148148,0.222222,7.700,32.800,25.200,87.87557
111820336,"Cuevas, Frandy",Rk-,2021,KC,14,1,19.2,11.44,0.463634188,6.719,0.372881,0.169492,0.474576,0.254237,0.0,0.205128,0.179487,5.100,19.700,18.200,85.22012400000001
111806404,"Zamora, Daniel",AAA,2021,"NYM, SEA",32,2,43.2,6.6,0.3715753769,5.351,0.362832,0.221311,0.491803,0.213115,0.235294,0.129353,0.268657,18.200,22.300,23.200,90.647531
