"ID","NAME","YEAR","LVL","PITCH_TYPE","LVA"
"111793353","Underwood Jr., Duane",2022,MLB,Sinker,4.99883838384
"111839851","Cuevas, Noelin",2022,Rk-,Fastball,
"111805267","Belge, Jeff",2022,A+,Fastball,4.95871875000
"111841904","Pineda, Alvaro",2022,Rk-,Slider,
"111806670","Garrett, Braxton",2022,MLB,Sinker,5.11029045643
"111816086","Carey, Jack",2022,A+,Slider,5.02970479705
"111844181","Suarez, Brayan",2022,Rk-,Curveball,
"111816583","Ortiz, Luis",2022,AA,Changeup,5.01635071090
"111840278","Vega, Marco",2022,Rk-,Fastball,
"111831274","Gayman, Myles",2022,A+,Slider,4.94221686747
"111816848","Mundo, Alan",2022,A,Fastball,4.88463291139
"111837387","Ciprian, Braudin",2022,Rk-,Fastball,
"111826297","Martinez, Miguel",2022,Rk-,Changeup,
"111824480","Milam, Kevin",2022,A,Cutter,
"111802252","Sandoval, Patrick",2022,MLB,Changeup,4.93643923241
"111799445","Rasmussen, Drew",2022,MLB,Cutter,
"111816848","Mundo, Alan",2022,A,Slider,4.89773743017
"111801347","Hill, Tim",2022,MLB,Sinker,5.14118380062
"111837856","Silva, Eric",2022,A,Slider,4.75471074380
"111820353","Martinez, Juan",2022,Rk,Curveball,
"111801825","Effross, Scott",2022,MLB,Slider,4.96349834983
"111796595","Acevedo, Domingo",2022,MLB,Slider,5.14972125436
"111817664","Ovalle, Luilly",2022,Rk,Fastball,
"111817970","Paulino, Freddery",2022,Rk,Changeup,
"111805707","Spitzbarth, Shea",2022,AAA,Curveball,4.97696629213
"110678044","Peralta, Wandy",2022,MLB,Changeup,5.06363924051
"111805198","Duran, Jhoan",2022,MLB,Curveball,4.83313807531
"111792505","Strahm, Matt",2022,MLB,Fastball,5.08088669951
"111826125","Brewer, Michael",2022,A+,Slider,4.92277777778
"111805117","Foley, Jason",2022,MLB,Slider,4.89525139665
"111837159","Herrera, Wuillians",2022,Rk-,Curveball,
"111817082","Devers, Luis",2022,A+,Sinker,4.89889534884
"111801749","Toussaint, Touki",2022,AAA,Splitter,
"111808589","Diehl, Phillip",2022,AAA,Changeup,4.86964285714
"111797983","Cease, Dylan",2022,MLB,Fastball,4.91372434018
"111801749","Toussaint, Touki",2022,AAA,Sinker,4.90856396867
"111802213","Cota, Clark",2022,A,Fastball,4.82792016807
"111811664","Marconi, Brian",2022,AA,Changeup,5.00773913043
"111792992","Elliott, Jake",2022,AAA,Fastball,5.12189873418
"111819588","Cumbie, Trey",2022,A,Fastball,4.92251824818
"109502535","Lyles, Jordan",2022,MLB,Curveball,4.85139455782
"110294801","Straily, Dan",2022,AAA,Cutter,
"111824640","Farmer, Garrett",2022,A+,Curveball,4.99013333333
"111815670","Otto, Glenn",2022,MLB,Curveball,4.97419607843
"111807124","Poulin, PJ",2022,AA,Fastball,5.12308743169
"110295017","Thielbar, Caleb",2022,MLB,Curveball,5.07742424242
"111808432","Lemieux, Mack",2022,AA,Changeup,4.96138461538
"111832229","Grady, Conor",2022,A,Changeup,4.80602905569
"111825485","Biddy, Jared",2022,AA,Sinker,5.05526501767
"111843352","Tejada, Danery",2022,Rk-,Fastball,
"111842612","Almonte, Dawil",2022,Rk-,Changeup,
"111815002","Polanco, Juan",2022,Rk-,Changeup,
"111818326","Shortridge, Aaron",2022,A,Fastball,5.07342105263
"111837606","Mace, Tommy",2022,A+,Fastball,5.09677672956
"111766351","Springs, Jeffrey",2022,MLB,Changeup,5.09012915129
"111819431","Fernander, Chavez",2022,AA,Fastball,5.07570135747
"111820391","Sikkema, TJ",2022,A+,Slider,5.00656250000
"111806931","Sanchez, David",2022,A,Fastball,4.56347826087
"111827971","Denlinger, Theo",2022,AA,Cutter,4.87500000000
"111833476","Maldonado, Cleiber",2022,Rk,Slider,
"111819190","Noboa, Darlin",2022,Rk,Slider,
"111836633","Pichardo, Starlyn",2022,Rk,Fastball,
"3981","Taillon, Jameson",2021,MLB,Curveball,5.00750551876
"111796391","Loaisiga, Jonathan",2021,MLB,Slider,4.98475609756
"111820623","Jones, Jared",2022,A+,Changeup,4.76774647887
"111837559","Fitts, Richard",2022,A,Slider,5.06880562061
"28085","Wainwright, Adam",2022,MLB,Sinker,5.03100550964
"111833789","Rojas, Cristian",2022,Rk,Fastball,
"111792367","Sewald, Paul",2022,MLB,Slider,4.98726098191
"111827327","Martinez, Alex",2022,A,Curveball,4.88180645161
"111766743","Poche, Colin",2022,MLB,Fastball,4.86723618090
"111819567","Owens, Tyler",2022,A,Fastball,4.91840830450
"111824535","Moreno, Luis",2022,A+,Slider,4.93659340659
"111836863","Gonzalez, Arielbi",2022,Rk,Slider,
"111807340","Kremer, Dean",2022,MLB,Cutter,5.09983050847
"111808594","Hernandez, Nick",2022,AAA,Slider,5.01806146572
"111805057","McGee, Easton",2022,AAA,Sinker,5.05396975425
"111839747","Dugarte, Diego",2022,Rk-,Fastball,
"111828546","Franco, Marlon",2022,Rk-,Slider,
"111837648","Jobe, Jackson",2022,A,Slider,4.95156250000
"111818428","Theophile, Rodney",2022,A+,Slider,4.77150000000
"111813753","Schoenle, Garrett",2022,A+,Slider,4.78387323944
"111818639","Starr, Nick",2022,AA,Curveball,4.48216666667
"111792770","Moll, Sam",2022,MLB,Slider,5.03255936675
"76120909","Gibson, Kyle",2022,MLB,Cutter,
"111805867","De La Cruz, Jasseel",2022,Rk,Slider,
"111836924","Bellair, Cole",2022,Rk,Fastball,
"111807953","Acevedo, Angel",2022,A,Changeup,5.01583333333
"111806998","Mooney, Sean",2022,A+,Changeup,5.00095808383
"111823027","Bastardo, Yeremi",2022,Rk-,Fastball,
"111808283","Hernandez, Jose",2022,AA,Changeup,5.15204545455
"111813607","Alfonzo, Emilio",2022,Rk,Changeup,
"111128023","Leclerc, Jose",2022,MLB,Slider,5.09778325123
"111812177","Pena, Miguel",2022,A,Fastball,4.99385964912
"111802262","Beck, Tristan",2022,AAA,Fastball,5.03296718973
"111815826","Bettinger, Alec",2022,AAA,Fastball,4.97554666667
"111819518","Whitney, Blake",2022,AAA,Splitter,
"111825860","Segura, Miguel",2022,A,Changeup,5.02602150538
"111816561","Tokar, Heitor",2022,A+,Slider,5.04020000000
"111796705","Damron, Ty",2022,AA,Curveball,4.79320441989
"111831161","Hernandez, Ben",2022,A,Fastball,5.16532219570
"111799237","Fuentes, Steven",2022,AA,Sinker,4.78061994609
"111498997","Ladwig, A.J.",2022,AA,Curveball,5.16725806452
"111781220","Beede, Tyler",2022,MLB,Cutter,
"47695","Archer, Chris",2022,MLB,Curveball,4.95719101124
"111799237","Fuentes, Steven",2022,AA,Slider,4.90354477612
"111801823","Wolf, Adam",2022,AA,Fastball,4.87202702703
"111825896","Schlaffer, Tyler",2022,A,Curveball,4.70750000000
"111836972","Amarante, Juan",2022,Rk-,Fastball,
"111827298","Saladin, Darlin",2022,Rk-,Slider,
"111843352","Tejada, Danery",2022,Rk-,Changeup,
"111837233","Watson, Danny",2022,A,Fastball,4.71506986028
"111820068","France, JP",2022,AAA,Fastball,4.97552941176
"111801532","Dodson, Tanner",2022,AA,Slider,4.78043478261
"111818881","Martinez, Marcelo",2022,AAA,Changeup,4.93256097561
"111781407","Thompson, Keegan",2022,MLB,Sinker,4.95058139535
"111821248","McDonald, Cole",2022,A+,Slider,4.74911764706
"111815820","File, Dylan",2022,AAA,Changeup,5.02301652893
"111798927","Nunez, Juan",2022,A,Fastball,4.82357541899
"111820391","Sikkema, TJ",2022,A+,Changeup,5.03716129032
"111802313","Duplantier, Jon",2022,AAA,Slider,5.06274021352
"111837469","Panzini, Shane",2022,A,Fastball,4.89964102564
"111764706","Pannone, Thomas",2022,AAA,Slider,5.07029411765
"111818511","Nunan, Daniel",2022,A,Slider,4.89800000000
"111825678","Caruci, Sergio",2022,Rk,Slider,
"111840280","Perez, Roman",2022,Rk-,Fastball,
"111841556","Estevez, Anderson",2022,Rk-,Curveball,
"111826067","Perez, Diego",2022,Rk-,Fastball,
"111825512","Medina, Frank",2022,Rk,Changeup,
"111836076","Urena, Walbert",2022,Rk,Slider,
"111840167","Galindez, Yorman",2022,Rk,Fastball,
"111842209","Hernandez, Yoerys",2022,Rk-,Curveball,
"111840414","Torres, Luis",2022,Rk-,Fastball,
"110295934","Fulmer, Michael",2022,MLB,Sinker,4.92826923077
"111808956","Benoit, Donovan",2022,A+,Slider,4.92736842105
"111820432","Carrasco, Luis",2022,Rk,Changeup,
"111798531","Brault, Steven",2022,AAA,Fastball,4.85789473684
"111801425","Ortiz, Luis",2022,AAA,Fastball,5.06754208754
"111829903","Dodd, Dylan",2022,AA,Slider,5.14175000000
"111799274","Olsen, Jon",2022,A+,Cutter,4.86888888889
"111836369","Kitchen, Austin",2022,A+,Sinker,5.01287037037
"111814865","Sulser, Beau",2022,AAA,Changeup,4.99835616438
"111793482","Alexander, Jason",2022,MLB,Fastball,4.76925000000
"111764670","Cuas, Jose",2022,MLB,Sinker,5.00545189504
"111806399","Anderson, Ian",2022,MLB,Curveball,4.88970270270
"111843745","Banks, Pierce",2022,Rk,Curveball,
"111828209","Diaz, Olmandi",2022,Rk-,Splitter,
"111842191","Rodriguez, Geury",2022,Rk-,Fastball,
"111837558","Adams, Travis",2022,A+,Cutter,5.25450000000
"111822179","Ibarra, Joel",2022,A,Fastball,4.67289473684
"111822701","Dominguez, Yonael",2022,A,Slider,4.94493150685
"111817243","Juan, Jorge",2022,A+,Slider,4.73738461538
"111843023","Casihis, Rolando",2022,Rk-,Changeup,
"111840347","Walmsley, Ben",2022,Rk,Fastball,
"111817207","Eldred, C.J.",2022,AA,Changeup,5.47133333333
"111814800","Abbott, Cory",2022,MLB,Fastball,4.99691244240
"111839691","Nunez, Cristian",2022,Rk-,Fastball,
"111809317","Sanchez, Rodolfo",2022,A+,Slider,4.88112903226
"111839291","Rosales, Maikel",2022,Rk-,Slider,
"111781247","Woods Jr, Stephen",2022,AA,Curveball,4.83875706215
"111818515","Zapata, Juan",2022,A,Slider,5.14812734082
"111837162","Yean, Reynaldo",2022,Rk,Fastball,
"111829528","Gozzo, Jake",2022,A+,Fastball,4.84352112676
"111799243","Molnar, Kyle",2022,A+,Sinker,4.97582554517
"111828041","Perez, Chanderson",2022,Rk-,Changeup,
"111844866","Regalado, Nicholas",2022,Rk,Splitter,
"111842066","Arias, Frankeli",2022,Rk-,Changeup,
"111806831","Assad, Javier",2022,MLB,Fastball,5.19972222222
"111837328","Brockhouse, Walker",2022,Rk,Slider,
"111828893","Bormie, Wilian",2022,Rk-,Fastball,
"111825736","Beriguete, Randy",2022,A,Fastball,4.69936305732
"111798376","Reed, Cody",2022,AA,Sinker,4.91390625000
"111820119","Sierra, Diomede",2022,A,Sinker,4.79155303030
"111819491","Bentley, Denny",2022,AA,Fastball,5.06719844358
"111813541","Medina, Manuel",2022,A,Fastball,5.03240000000
"111825894","Rascon, Bodi",2022,A+,Changeup,4.84631578947
"111819296","Ramirez, Jose",2022,Rk,Changeup,
"111827364","Dombkowski, Nick",2022,AA,Fastball,4.87458064516
"111792464","Duffey, Tyler",2022,AAA,Sinker,4.58375000000
"111801937","Suarez, Jose",2022,MLB,Curveball,5.01746031746
"111809011","Snead, Kirby",2022,MLB,Sinker,4.95432950192
"111837535","Cardona, Ryan",2022,A,Curveball,4.83755395683
"111812364","Nunez, Eduarniel",2022,AA,Fastball,4.84893939394
"111844933","Adler, Eric",2022,Rk,Fastball,
"111821083","Encarnacion, Juan Daniel",2022,A,Changeup,4.89888252149
"111768836","Marte, Yunior",2022,AAA,Slider,5.12049450549
"111797583","Moats, Dalton",2022,AAA,Cutter,5.09000000000
"111828399","Gillies, Keagan",2022,A,Slider,5.14162790698
"111843621","Mora, Kyle",2022,A,Slider,5.04142857143
"111817277","Sandridge, Jayvien",2022,A+,Fastball,4.52966386555
"111829299","Lardner, Mac",2022,A+,Changeup,4.90733067729
"111793526","Zeuch, TJ",2022,MLB,Cutter,
"110092061","Farrell, Luke",2022,MLB,Slider,5.16347826087
"111811127","Zimmermann, Bruce",2022,AAA,Changeup,4.99513227513
"111828387","Horn, Bailey",2022,AA,Fastball,4.93311643836
"111820850","Nielson, Cy",2022,A,Sinker,4.47178571429
"111499448","Payano, Pedro",2022,AAA,Slider,4.97030434783
"111812208","Sanchez, Edgar",2022,A+,Sinker,4.27798882682
"111818507","Vasquez, Samuel",2022,A,Slider,4.73321100917
"111819821","Kochanowicz, Jack",2022,A,Changeup,5.06790697674
"110295970","Nicolino, Justin",2022,AAA,Changeup,5.05670781893
"111811179","Johnstone, Connor",2022,AAA,Fastball,4.89000000000
"111815397","Seabold, Connor",2022,AAA,Slider,5.04530158730
"111798515","Topa, Justin",2022,AAA,Changeup,5.07360000000
"111822627","Bigge, Hunter",2022,AA,Fastball,4.78253333333
"111808758","Hammer, JD",2022,AAA,Slider,4.94289473684
"111816697","Hernandez, Adrian",2022,AAA,Fastball,4.90756302521
"111817806","Santos, Junior",2022,A+,Changeup,4.99192052980
"111805493","Guzman, Carlos",2022,A+,Curveball,4.82671052632
"111819466","Deason, Cody",2022,AA,Cutter,
"111818329","Pacheco, Freddy",2022,AAA,Slider,5.01572916667
"111824655","Cooper, Tanner",2022,A,Curveball,4.71740259740
"111809221","Uceta, Edwin",2022,AAA,Changeup,4.96767295597
"111837370","Graceffo, Gordon",2022,AA,Fastball,5.02603773585
"111811207","Kilkenny, Mitchell",2022,AA,Changeup,4.92404255319
"111808960","Ginn, J.T.",2022,AA,Slider,4.95225225225
"111832080","Guerrero, Miguel",2022,A+,Slider,5.06509433962
"111797733","Yan, Jefry",2022,AA,Fastball,4.65849315068
"111802281","Perez, Francisco",2022,AAA,Fastball,4.96107883817
"111808459","Lucchesi, Joey",2022,A,Sinker,4.60444444444
"111806490","Rijo, Luis",2022,A+,Curveball,4.93000000000
"111809580","Naughton, Packy",2022,MLB,Sinker,5.08453488372
"111837606","Mace, Tommy",2022,A+,Curveball,4.92211267606
"111837798","Barrington, Malik",2022,A,Slider,4.88708108108
"111806266","Vasquez, Andrew",2022,AAA,Sinker,4.78541176471
"111820558","Lewis III, Jimmy",2022,A,Fastball,4.77718309859
"111823356","Cantleberry, Jacob",2022,AA,Fastball,5.01944444444
"111838754","Olivares, Miguel",2022,Rk-,Slider,
"110678239","Mariot, Michael",2022,AAA,Slider,5.14655172414
"111827304","De La Rosa, Manuel",2022,Rk,Slider,
"111842506","Radney, Chariel",2022,Rk-,Changeup,
"111840744","Brito, Rafael",2022,Rk-,Changeup,
"111818347","Henriquez, Nolberto",2022,Rk,Sinker,
"111805160","Vargas, Jesus",2022,AA,Fastball,4.96485125858
"111818793","De Los Santos, Enmanuel",2022,Rk,Fastball,
"111828795","Santos, Reyson",2022,Rk-,Curveball,
"111816749","Rodriguez, Osiel",2022,Rk,Fastball,
"111811080","Diaz, Luis",2022,Rk,Fastball,
"111837663","Scoggins, Adam",2022,A+,Slider,4.50450980392
"111819016","Warren, Austin",2022,MLB,Slider,4.91801801802
"111766006","Cordero, Jimmy",2022,AAA,Sinker,4.99170124481
"111843032","Fernandez, Richard",2022,Rk-,Changeup,
"111808088","White, Mitchell",2022,MLB,Slider,5.03167664671
"111818361","Jimenez, Francisco",2022,Rk,Changeup,
"3555","Milone, Tommy",2022,MLB,Fastball,5.09082352941
"111837048","Mercedes, Abel",2022,Rk-,Fastball,
"111838262","Suddreth, Jake",2022,Rk,Fastball,
"111824477","Robberse, Sem",2022,A+,Changeup,4.91317708333
"111821345","Reyes, Carlo",2022,A+,Fastball,4.95978947368
"111842032","Ramirez, Luis",2022,Rk-,Slider,
"111798641","Nelson, Nick",2022,MLB,Slider,4.78802197802
"111817069","Peguero, Francis",2022,AA,Fastball,5.11316239316
"76118597","Tepera, Ryan",2022,MLB,Fastball,4.89114406780
"111809053","Acosta, Daison",2022,A+,Slider,4.81555194805
"111818672","Diaz, Indigo",2022,AA,Splitter,4.81416666667
"111807501","Velez, Antonio",2022,A+,Fastball,5.19844444444
"111845130","Stuart, Tyler",2022,A,Sinker,4.79851851852
"111816271","Passantino, Jeffrey",2022,AA,Curveball,5.35568181818
"111809011","Snead, Kirby",2022,MLB,Changeup,4.72219512195
"111820359","Leon, Maycold",2022,A,Fastball,4.97915254237
"111819534","McIntyre, Aiden",2022,Rk,Fastball,
"111827296","Granado, Diego",2022,A+,Sinker,4.83720779221
"111837700","Sparling, Matt",2022,A,Curveball,4.63284810127
"111843850","Holdgrafer, Tim",2022,A,Fastball,4.37800000000
"111816564","Escobar, Anthony",2022,A,Slider,5.02142857143
"111809500","Winckowski, Josh",2022,MLB,Changeup,4.99466666667
"111835404","Rubio, Orlando",2022,Rk-,Changeup,
"111811631","Gray, Josiah",2022,MLB,Curveball,5.00543071161
"111837693","Eckberg, Tyler",2022,A,Changeup,4.99440000000
"111820155","Doxakis, John",2022,AA,Sinker,4.73605000000
"111801220","Rosario, Aneuris",2022,AAA,Slider,4.89251533742
"111806672","Balazovic, Jordan",2022,AAA,Curveball,5.13322222222
"111839849","Bata, Eliecer",2022,Rk-,Fastball,
"111819308","Perez, Steven",2022,Rk,Fastball,
"111816808","Thompson, Jake",2022,AA,Slider,4.80839195980
"111801885","Ynoa, Huascar",2022,AAA,Changeup,4.97822222222
"111812248","King, John",2022,MLB,Sinker,5.13142335766
"111837885","Canas, Jilber",2022,Rk-,Fastball,
"111842002","Castillo, Wagner",2022,Rk-,Fastball,
"111830919","Gabonia, Ocean",2022,Rk,Fastball,
"111838143","Seigler, Blake",2022,A,Slider,4.81145348837
"111801220","Rosario, Aneuris",2022,AAA,Changeup,4.81558139535
"111803475","Helvey, Clay",2022,A+,Fastball,4.92204081633
"111800563","Holloway, Jordan",2022,A,Fastball,4.60677419355
"111823994","Jacob, Alek",2022,AA,Changeup,5.25619469027
"111818825","Avila, Luinder",2022,A,Curveball,4.88199063232
"111808650","Tully, Tanner",2022,AAA,Slider,5.10935162095
"111792898","Eflin, Zach",2022,MLB,Curveball,5.23120930233
"111781171","Dunning, Dane",2022,MLB,Cutter,
"111806661","Santana, Tyler",2022,A,Curveball,5.30107913669
"111812114","Howard, Spencer",2022,AAA,Changeup,4.93606060606
"111837634","Tavera, Carlos",2022,A+,Fastball,4.83620111732
"111818442","Fletcher, Aaron",2022,AAA,Changeup,4.97803738318
"111802174","Bush, Nick",2022,AA,Curveball,4.80455696203
"111809375","Capellan, Delvin",2022,A,Changeup,5.06523076923
"111819581","Kirby, Chance",2022,AA,Changeup,5.02091872792
"111805541","Moreta, Dauri",2022,MLB,Changeup,5.31171428571
"111817218","Ramirez, Jerson",2022,AA,Fastball,4.91049723757
"111840225","Reguillo, Dennis",2022,Rk-,Changeup,
"111811846","Gallagher, Nick",2022,Rk,Slider,
"111843021","Castro, Felix",2022,Rk-,Fastball,
"111828887","Salas, Ken",2022,Rk-,Changeup,
"111840165","Bibieca, Henry",2022,Rk-,Slider,
"111830903","Weber, Ty",2022,A+,Changeup,5.11291666667
"111837363","Wallace, Trenton",2022,A,Slider,5.10233009709
"32586","Hill, Rich",2022,MLB,Curveball,4.95998194946
"111808673","Webb, Nathan",2022,Rk,Fastball,
"111806468","Hernandez, Wilkel",2022,A,Curveball,4.88490683230
"111805520","Urquidy, Jose",2022,MLB,Changeup,5.20377142857
"111837765","Benson, Cooper",2022,Rk,Sinker,
"111840331","Caceres, Justin",2022,Rk-,Slider,
"111831129","Sprinkle, Jonathan",2022,AA,Cutter,5.23875000000
"111798900","Roedahl, Devon",2022,A+,Splitter,
"111818523","Linarez, Valentin",2022,A,Changeup,4.92329192547
"111825083","Battenfield, Peyton",2022,AAA,Changeup,4.94660633484
"111802108","Frias, Julio",2022,A+,Slider,4.46559210526
"111819779","Santa Cruz, J.J.",2022,Rk,Slider,
"111837939","Ramirez, Ruben",2022,A+,Changeup,4.42300000000
"111819948","Parra-Ramirez, Franklin",2021,A,Sinker,4.77815138282
"111816020","McCarty, Kirk",2021,AAA,Fastball,4.98104807692
"111811179","Johnstone, Connor",2021,AAA,Slider,5.01287749288
"111815690","Faucher, Calvin",2021,AA,Curveball,4.97502487562
"111804881","Hall, Matt",2021,AAA,Fastball,4.87587301587
"111781317","Lamet, Dinelson",2021,MLB,Slider,5.07292857143
"111824479","Elliott, Ethan",2021,A+,Curveball,5.40846153846
"111824535","Moreno, Luis",2021,A,Changeup,4.89483221477
"111781183","Shipley, Braden",2021,AAA,Curveball,5.14791208791
"111818762","Sandlin, Nick",2021,MLB,Slider,5.08931899642
"111807919","Sierra, Yaisel",2021,AAA,Fastball,4.86376470588
"111825893","Stumpo, Mitchell",2021,A,Fastball,5.12424242424
"111806127","Harris, Hobie",2021,AAA,Fastball,4.98725856698
"111824678","Corbett, Joe",2021,A,Slider,4.82354838710
"111807360","McKendry, Evan",2021,A+,Fastball,5.03346666667
"111795008","Smith, Drew",2021,MLB,Slider,5.08822580645
"111818639","Starr, Nick",2021,A,Fastball,5.00218181818
"111806762","Wilson, Bryse",2021,MLB,Sinker,4.97531250000
"111820316","Uribe, Abner",2021,A,Fastball,4.70745562130
"111815667","Battenfield, Blake",2021,AA,Slider,5.17691860465
"111824682","Henley, Blair",2021,A+,Changeup,4.91681818182
"111825161","Ay, Bobby",2021,A,Curveball,5.21534883721
"111819300","Cuenca, Angel",2021,A,Curveball,4.86962264151
"111808664","Garcia, Julian",2021,AAA,Changeup,4.98125000000
"4573","Robles, Hansel",2021,MLB,Fastball,5.04874039939
"111805269","Gillis, Jackson",2021,A,Sinker,4.54977777778
"111792984","Sanchez, Mario",2021,AA,Changeup,5.05154545455
"111801955","Avila, Pedro",2021,AA,Changeup,4.90582781457
"111815290","Carr, Tyler",2021,AA,Slider,4.86397727273
"111806762","Wilson, Bryse",2021,MLB,Slider,4.97767857143
"111808158","Danner, Hagen",2021,A+,Curveball,5.16945312500
"111793243","Ozuna, Fernery",2021,AA,Fastball,4.93973384030
"111803756","Walters, Nash",2021,A+,Fastball,4.95783251232
"111806130","Naile, James",2021,AAA,Sinker,5.03562962963
"111812060","Gonzalez, Pedro",2021,A,Slider,5.01500000000
"111825161","Ay, Bobby",2021,A,Changeup,4.39416666667
"111796240","Jimenez, Joe",2021,MLB,Changeup,4.94241071429
"111797044","Anderson, Tanner",2021,AAA,Cutter,
