"ID","NAME","LVL","YEAR","ORGS","G","GS","IP","ERA","WOBA","FIP","BABIP","LD_RATE","GB_RATE","FB_RATE","HR_FB","BB_RATE","SO_RATE","NITRORATE","SWM","CHASERATE","EV_70"
110678668,"Suero, Wander",AAA,2022,ANA,20,0,23.2,6.08,0.3929205357,4.966,0.388235,0.247191,0.393258,0.247191,0.066667,0.080357,0.133929,13.800,15.200,28.100,86.57619447212518
111835734,"Jimenez, Cristian",Rk-,2021,MIN,9,1,14.2,4.3,0.3748407895,3.824,0.354167,0.121951,0.585366,0.195122,0.090909,0.092105,0.223684,7.500,30.200,31.000,85.445003
111813748,"Semple, Shawn",AAA,2022,NYY,4,1,11.0,11.45,0.531566129,10.205,0.386364,0.213115,0.344262,0.327869,0.192308,0.096774,0.096774,15.000,16.100,20.000,92.9275495
111824861,"Beck, Tyler",A+,2021,MIN,14,11,58.1,2.47,0.2474175214,2.929,0.266667,0.148387,0.43871,0.322581,0.032787,0.068376,0.273504,13.200,34.400,34.500,93.23477
111833531,"Santillan, Pedro",Rk-,2021,LA,20,0,27.2,3.58,0.3624349593,4.548,0.303797,0.170732,0.52439,0.231707,0.12,0.097561,0.203252,6.000,21.100,30.300,89.12490690000001
111815817,"DeJuneas, Tommy",AA,2021,HOU,17,0,28.2,7.53,0.385889781,6.289,0.287356,0.212766,0.361702,0.276596,0.057143,0.192857,0.135714,12.400,22.500,18.400,91.87756990000001
111807794,"Alcantara, Jhosua",A,2021,ANA,20,0,27.1,3.62,0.3713178862,6.71,0.243902,0.25,0.5,0.142857,0.095238,0.121951,0.121951,8.300,21.600,30.600,87.6155125
111816457,"Yean, Eddy",A+,2022,PIT,40,0,50.1,6.97,0.3804012552,4.613,0.383562,0.245033,0.536424,0.172185,0.151515,0.1125,0.233333,9.900,25.000,27.700,90.18087599999998
111823463,"Southard, Jared",A,2022,ANA,6,0,5.1,15.19,0.6261945946,11.571,0.518519,0.275862,0.413793,0.275862,0.222222,0.108108,0.054054,20.700,8.500,36.200,94.658626
111812256,"Tavarez, Davis",A+,2022,BAL,1,0,1.0,0.0,0.0,1.64,0.0,0.0,0.5,0.5,0.0,0.0,0.333333,0.000,20.000,25.000,90.074084
111817294,"Holman, Grant",A,2021,OAK,6,4,15.0,4.2,0.3394213115,5.623,0.307692,0.142857,0.428571,0.285714,0.166667,0.065574,0.245902,16.700,23.600,24.800,89.634003
111838145,"Rodriguez, David",Rk-,2022,KC,9,0,18.2,3.86,0.3873469136,3.869,0.309091,0.22807,0.491228,0.22807,0.133333,0.083333,0.190476,9.000,21.300,29.200,87.05262
111812355,"Gonzalez, Jose",A,2021,CHC,23,12,74.0,5.84,0.3899806548,6.454,0.304147,0.219828,0.400862,0.25431,0.151163,0.127219,0.180473,18.300,22.300,23.000,93.66481590000001
111837900,"Cohn, Aaron",Rk,2021,OAK,5,1,8.2,6.23,0.3514052632,2.518,0.434783,0.375,0.458333,0.125,0.25,0.026316,0.342105,20.800,34.700,32.900,96.537892
111820558,"Lewis III, Jimmy",A,2022,LA,5,0,8.1,8.64,0.3858736842,7.551,0.2,0.190476,0.285714,0.428571,0.090909,0.236842,0.184211,14.300,32.800,22.200,83.06746569999999
3140,"Allie, Stetson",Rk,2021,TB,4,0,3.2,9.82,0.428947619,3.837,0.416667,0.333333,0.333333,0.083333,0.0,0.190476,0.238095,8.300,36.800,22.900,90.07807000000001
111827719,"Murphy, Ryan",Rk,2022,SF,1,0,1.0,9.0,0.8382,15.891,0.25,0.0,0.4,0.6,0.333333,0.0,0.0,40.000,0.000,27.300,95.9673624
111837937,"Gomez, Raimon",A,2022,NYM,22,2,43.2,3.92,0.3131208556,3.075,0.324561,0.25,0.362069,0.275862,0.022727,0.101064,0.265957,10.400,33.100,29.200,85.73991115159738
111824826,"Rodriguez, Samuel",Rk-,2022,CHC,8,3,15.1,11.15,0.4603647059,3.496,0.421053,0.3,0.525,0.125,0.142857,0.117647,0.188235,7.300,24.000,22.600,88.35339400000004
111837503,"Smith, Adam",A+,2022,SD,2,2,5.0,1.8,0.2614947368,2.679,0.25,0.083333,0.583333,0.25,0.0,0.105263,0.263158,8.300,21.400,29.400,96.34070309999998
111833576,"Ramos, Lenerd",Rk-,2021,NYM,18,3,27.1,6.59,0.3479175573,3.832,0.292683,0.307692,0.410256,0.230769,0.045455,0.122137,0.21374,4.800,28.700,27.900,90.4282621
111781234,"Gott, Trevor",MLB,2022,MIL,38,0,38.0,4.03,0.2853019481,4.185,0.231579,0.215686,0.431373,0.284314,0.171429,0.064935,0.25974,17.100,25.500,30.900,89.32579453213333
111825146,"Horrell, Michael",Rk,2022,HOU,1,1,0.2,27.0,0.71296,8.778,1.0,1.0,0.0,0.0,,0.2,0.2,0.000,28.600,21.700,84.15509300000001
111826852,"Espana, Juan",Rk-,2021,NYY,10,0,12.2,9.24,0.4278260274,6.053,0.333333,0.269231,0.480769,0.211538,0.076923,0.164384,0.109589,15.400,17.100,23.600,92.810014
111766129,"Lee, Andrew",AAA,2021,WAS,6,0,6.1,12.79,0.4438058824,5.371,0.5,0.25,0.4,0.25,0.166667,0.176471,0.264706,21.100,25.000,14.800,93.31918630000001
111805599,"Moncada, Luis",A,2021,TB,18,10,67.2,2.79,0.2875505455,4.131,0.252874,0.154696,0.563536,0.19337,0.06383,0.100719,0.23741,10.200,26.600,27.000,93.295457
111809193,"Luciano, Elvis",AA,2022,TOR,2,2,3.0,21.0,0.6083,10.41,0.466667,0.25,0.3125,0.375,0.142857,0.136364,0.090909,18.800,12.500,14.700,93.381608
111824480,"Milam, Kevin",A+,2022,NYY,8,0,11.0,8.18,0.4070388889,4.822,0.393939,0.352941,0.235294,0.352941,0.071429,0.12963,0.222222,20.600,26.700,22.900,93.31902290000001
111805180,"Ortega, Oliver",MLB,2021,ANA,8,0,9.1,4.82,0.364874359,4.701,0.354839,0.03125,0.75,0.1875,0.142857,0.051282,0.102564,12.500,7.000,22.600,97.15021919396946
51878,"Walden, Marcus",AAA,2021,CHC,11,0,14.2,7.36,0.4429366197,5.228,0.434783,0.230769,0.519231,0.211538,0.363636,0.055556,0.25,24.000,23.100,29.900,97.0881235
111781246,"Pidich, Matt",AAA,2022,CIN,26,0,30.0,7.5,0.37255,4.044,0.4,0.202247,0.280899,0.393258,0.066667,0.110345,0.262069,21.600,30.600,27.500,92.234395
111816373,"Seijas, Karlo",Rk,2022,WAS,9,0,24.1,2.59,0.3026083333,2.284,0.293333,0.139535,0.348837,0.302326,0.0,0.03125,0.15625,9.300,27.900,40.300,88.632272
111819039,"Charle, Cristian",Rk,2021,PIT,11,0,31.2,2.56,0.2617820313,2.123,0.292683,0.328125,0.453125,0.15625,0.083333,0.039063,0.289063,16.100,28.700,30.900,93.50647000000001
111808375,"Cavalli, Cade",AAA,2021,WAS,6,6,24.2,7.3,0.3826289256,4.494,0.397436,0.195122,0.52439,0.158537,0.095238,0.107438,0.198347,7.500,26.500,21.800,90.007364
111098016,"Blandino, Alex",MLB,2021,CIN,4,0,3.2,9.82,0.4222888889,9.396,0.25,0.076923,0.307692,0.538462,0.125,0.222222,0.055556,15.400,12.500,30.000,86.1895103754885
111808883,"Criswell, Jeff",A+,2022,OAK,10,10,50.0,3.78,0.3080838235,4.239,0.254237,0.128,0.488,0.304,0.145833,0.087805,0.282927,14.400,28.100,26.300,86.94847420000002
111499120,"Lugo, Seth",AAA,2021,NYM,3,0,3.1,2.7,0.3522947368,3.919,0.4,0.1,0.6,0.3,0.0,0.210526,0.263158,0.000,20.000,21.200,80.69071399999999
111843826,"Castro, Jeremy",Rk-,2022,KC,7,0,12.2,2.13,0.2330722222,3.53,0.1,0.033333,0.5,0.433333,0.0,0.222222,0.222222,0.000,29.600,27.100,85.13590999999997
111837623,"Long, Ryan",Rk,2021,BAL,3,3,4.0,9.0,0.4347857143,5.291,0.4,0.125,0.5,0.25,0.166667,0.047619,0.190476,11.100,26.800,34.700,88.80319800000004
111817149,"Paulino, Anderson",A+,2021,KC,3,1,7.1,4.91,0.3689470588,5.252,0.363636,0.304348,0.521739,0.130435,0.25,0.088235,0.205882,13.900,31.100,38.400,94.43701199999998
111825305,"Del Bonta-Smith, Fineas",A+,2022,COL,5,0,7.0,2.57,0.2446551724,1.651,0.352941,0.176471,0.352941,0.352941,0.0,0.068966,0.344828,11.800,40.700,43.100,91.964125
111820423,"Guasch, Richard",A+,2022,WAS,11,0,16.2,3.24,0.2594523077,2.32,0.323529,0.114286,0.485714,0.314286,0.0,0.092308,0.353846,11.800,40.500,26.100,88.84964
111824545,"Keys, JC",A+,2021,CIN,17,5,38.1,4.7,0.344855814,4.535,0.31068,0.205607,0.485981,0.271028,0.064516,0.156069,0.231214,13.300,35.600,30.300,91.14596
111839934,"De Leon, Luis",Rk-,2022,BAL,9,5,24.0,6.0,0.284884466,1.874,0.306122,0.18,0.62,0.14,0.0,0.12381,0.352381,1.900,46.300,39.000,82.170201
111824489,"Walkinshaw, Jake",A+,2022,OAK,9,8,40.0,3.83,0.3081848485,3.779,0.301887,0.171171,0.540541,0.243243,0.15625,0.066265,0.259036,9.000,27.400,30.100,89.920745
111825892,"Knowles, Lucas",Rk,2021,WAS,3,0,5.0,5.4,0.3492130435,4.291,0.333333,0.105263,0.631579,0.157895,0.2,0.0,0.173913,10.500,23.900,37.500,89.940599
111825929,"Ibarra, Edgardo",Rk,2021,DET,16,12,41.1,6.31,0.3859080214,5.735,0.3,,,,,0.139037,0.256684,15.700,34.500,26.600,91.61393
111808673,"Webb, Nathan",AA,2022,KC,15,0,20.0,11.25,0.4945421053,7.012,0.458333,0.289474,0.421053,0.236842,0.181818,0.149123,0.175439,19.800,23.000,25.700,89.61340109999999
111806070,"Gaither, Ray",Rk,2022,HOU,2,2,4.0,6.75,0.34828125,5.028,0.25,0.5,0.5,0.0,,0.0625,0.3125,0.000,57.100,13.000,86.6117864
53472,"Jones, Nate",MLB,2021,LA,8,0,8.2,8.31,0.3641702703,8.2,0.166667,0.285714,0.392857,0.214286,0.444444,0.054054,0.189189,25.000,23.500,25.000,91.21498791019216
111797956,"Faedo, Alex",A,2022,DET,3,1,10.2,2.53,0.2249071429,2.362,0.230769,0.192308,0.384615,0.384615,0.0,0.071429,0.285714,15.400,39.800,35.000,89.59876469210695
111799374,"Johnson, Cobi",A+,2021,TOR,28,0,40.2,6.42,0.3566356021,4.512,0.35514,0.209091,0.454545,0.281818,0.055556,0.170984,0.259067,14.700,28.000,25.300,93.13503399999999
111816578,"Sanchez, Juan",A,2021,SF,31,0,50.2,4.97,0.3037799065,3.275,0.353846,0.157895,0.398496,0.345865,0.050847,0.060748,0.308411,9.000,32.900,37.600,88.690021
111829488,"Hiraldo, Carlos",Rk,2022,HOU,1,0,3.0,6.0,0.3524642857,3.778,0.25,0.25,0.5,0.25,0.0,0.214286,0.214286,6.900,22.200,25.900,82.71906999999999
111838222,"Cepeda, Yoerison",Rk-,2022,NYM,21,0,28.2,5.34,0.3474481203,3.315,0.311688,0.114286,0.6,0.142857,0.1,0.141791,0.238806,0.000,29.000,27.700,84.49297000000001
111809194,"Garcia, Ronny",Rk,2022,HOU,10,6,38.1,3.29,0.3355895706,1.76,0.381443,0.244898,0.479592,0.204082,0.076923,0.073171,0.317073,8.200,33.200,33.800,86.893766
111806130,"Naile, James",AAA,2022,STL,39,3,67.1,3.48,0.317621875,3.7,0.331658,0.239024,0.55122,0.17561,0.119048,0.069204,0.211073,15.700,23.100,28.300,93.07026
111824624,"Zulueta, Yosver",A+,2022,TOR,6,6,23.2,3.8,0.2957215686,3.355,0.303571,0.172414,0.534483,0.258621,0.0625,0.107843,0.303922,14.000,28.800,25.400,88.102655
111821088,"Lugo, Audry",A,2021,TB,22,1,37.2,5.73,0.3570494186,4.804,0.339806,0.168224,0.551402,0.205607,0.103448,0.133721,0.238372,11.900,29.400,31.100,89.70376
111837797,"Hicks, Jackson",A,2022,MIN,34,0,47.1,2.85,0.3100381643,3.487,0.285714,0.224638,0.449275,0.224638,0.069767,0.100478,0.244019,14.700,31.000,32.100,86.53348673483165
111837393,"Vasquez, Hamlet",Rk-,2022,MIL,7,0,6.0,6.0,0.5254612903,3.416,0.52381,0.272727,0.5,0.181818,0.0,0.096774,0.16129,2.500,25.900,23.500,82.95688
111819135,"Quezada, Jose",Rk,2022,SD,1,1,1.0,0.0,0.0,0.891,0.0,,,,,0.0,0.333333,,,,
111816366,"Alvarez, Jhosmer",A,2021,ARI,1,0,2.0,0.0,0.34868,5.223,0.333333,0.0,0.833333,0.166667,0.0,0.2,0.2,0.000,35.000,26.700,89.27207400000002
111816653,"Galindo, Harold",Rk,2021,LA,17,0,22.0,5.32,0.3293113402,5.081,0.236364,0.16129,0.516129,0.209677,0.0,0.193878,0.193878,4.900,31.100,25.600,85.91320500000002
111797071,"McKay, David",MLB,2022,OAK,1,0,2.2,3.38,0.3554166667,1.535,0.4,0.2,0.3,0.5,0.0,0.0,0.166667,60.000,22.700,11.100,98.41577315417223
111804935,"Arias, Skylar",A+,2022,CWS,21,0,19.2,4.58,0.3017090909,3.538,0.297297,0.2,0.4,0.275,0.066667,0.166667,0.366667,2.600,40.500,29.400,83.61622
111821242,"Otanez, Johan",Rk,2022,WAS,11,3,37.2,5.5,0.4191410112,5.087,0.326923,0.097222,0.583333,0.25,0.173913,0.168539,0.196629,8.300,37.700,23.000,91.101284
111826260,"Matos, Alberluis",Rk-,2021,LA,16,0,27.1,1.32,0.2508864583,2.625,0.241379,0.137255,0.411765,0.352941,0.043478,0.09375,0.291667,3.900,30.600,35.300,84.59037559999997
111813495,"Sirit, Rolando",Rk-,2022,DET,5,4,9.1,2.89,0.3144292683,0.761,0.4,0.2,0.4,0.3,0.0,0.097561,0.390244,10.000,34.700,34.100,87.36614999999998
111801774,"Davila, Garrett",AA,2022,CWS,26,11,77.0,5.26,0.3707971591,4.801,0.356164,0.20524,0.445415,0.266376,0.090909,0.127479,0.215297,13.300,27.400,26.100,89.59195300000002
4448,"Law, Derek",MLB,2022,CIN,2,0,3.0,0.0,0.1454909091,3.544,0.111111,0.0,0.444444,0.222222,0.0,0.090909,0.090909,0.000,15.800,35.000,80.97633011710832
111837239,"Arrighetti, Spencer",AA,2022,HOU,2,1,7.0,6.43,0.38847,8.712,0.2,0.222222,0.388889,0.388889,0.428571,0.133333,0.266667,27.800,28.100,25.000,91.3763304
40829,"Detwiler, Ross",MLB,2021,MIA,46,5,45.1,4.96,0.332409,4.402,0.289474,0.203252,0.390244,0.308943,0.163265,0.075,0.28,18.600,22.000,28.200,90.66663455494934
111807111,"Potter, Mark",AA,2021,PHI,4,0,3.2,14.73,0.5401565217,9.516,0.555556,0.3,0.2,0.4,0.2,0.26087,0.26087,30.000,25.600,32.100,80.14777489999994
111825771,"Bennett, Nick",AA,2021,MIL,10,6,46.1,4.66,0.3531649746,6.293,0.236842,0.169355,0.443548,0.362903,0.208333,0.121212,0.217172,12.100,21.100,23.300,91.143902
111809445,"Bravo, Jose",AA,2021,HOU,5,1,11.1,4.76,0.4016226415,6.464,0.314286,0.315789,0.315789,0.315789,0.214286,0.09434,0.188679,10.500,29.000,27.900,90.98347759999999
111837623,"Long, Ryan",A,2022,BAL,19,10,67.0,2.82,0.3032277778,4.151,0.266667,0.192513,0.368984,0.272727,0.0625,0.096886,0.245675,5.400,24.800,27.600,84.48081509999999
111837513,"Tiedemann, Ricky",A,2022,TOR,6,6,30.0,1.8,0.2117590909,2.054,0.217391,0.234043,0.468085,0.191489,0.071429,0.118182,0.445455,17.000,42.500,36.500,86.22984911773358
111796515,"Holmes, Grant",AAA,2021,OAK,36,7,66.1,8.01,0.4209233533,5.794,0.417062,0.255605,0.381166,0.318386,0.1375,0.119048,0.21131,21.200,21.900,23.600,92.85475
111805508,"Ginkel, Kevin",AAA,2021,ARI,1,0,1.0,9.0,0.4705666667,6.879,0.4,0.2,0.4,0.2,0.0,0.166667,0.0,20.000,23.100,27.300,98.126022
111815844,"Glowicki, Brian",AA,2021,CWS,5,0,8.1,4.32,0.3112914286,4.961,0.25,0.12,0.44,0.32,0.090909,0.085714,0.171429,8.000,27.900,46.500,92.44502599999998
111817839,"Luckham, Kyle",A,2022,WAS,2,0,3.0,0.0,0.2522583333,3.489,0.222222,0.0,0.777778,0.111111,0.0,0.083333,0.166667,0.000,21.700,44.400,87.351235
111837241,"Martin, Riley",A+,2022,CHC,24,1,64.0,4.08,0.3115593525,3.511,0.306122,0.175325,0.435065,0.311688,0.070175,0.128114,0.313167,17.200,30.800,29.600,89.0580695
111821804,"Padilla, Miguel",A,2022,BAL,9,1,23.1,4.63,0.3280961165,5.409,0.234375,0.106061,0.333333,0.409091,0.054054,0.145631,0.194175,10.600,25.000,24.100,89.264668
111795738,"Weaver, Luke",MLB,2021,ARI,13,13,65.2,4.25,0.3197216418,4.235,0.261111,0.268041,0.386598,0.28866,0.171875,0.072727,0.225455,22.600,23.300,30.000,91.33451838469536
111824727,"Moore, Alex",AA,2021,COL,4,0,6.1,2.84,0.3982482759,6.043,0.333333,0.25,0.35,0.25,0.142857,0.1,0.2,15.800,26.500,23.700,84.115318
111825134,"Ingram, Kolton",A+,2021,ANA,16,0,20.2,5.23,0.3138790698,4.116,0.325,0.214286,0.47619,0.238095,0.153846,0.151163,0.360465,11.900,40.400,27.100,87.602114
111831667,"Sterner, Justin",AAA,2022,TB,4,0,5.0,16.2,0.549303125,8.077,0.5625,0.277778,0.222222,0.277778,0.125,0.21875,0.21875,29.400,31.400,22.200,95.803009
111498117,"Marshall, Evan",MLB,2021,CWS,27,0,27.1,5.6,0.3517369369,4.555,0.315068,0.240506,0.417722,0.240506,0.192308,0.079646,0.230088,17.400,24.100,32.400,94.28620225508998
76119331,"Strickland, Hunter",MLB,2021,MIL,35,0,36.1,1.73,0.2477542254,3.618,0.197674,0.208791,0.307692,0.318681,0.093023,0.084507,0.267606,20.400,26.300,27.100,89.25426238190013
111819485,"Gonzalez, Domingo",A,2021,PIT,12,8,48.1,3.72,0.3379735294,4.68,0.29703,0.209091,0.445455,0.281818,0.216216,0.098039,0.338235,14.700,35.100,28.100,90.23922402482842
110295564,"Garcia, Jason",AAA,2021,MIN,5,4,15.2,4.6,0.3387584615,3.957,0.311111,0.26087,0.5,0.173913,0.090909,0.092308,0.184615,10.900,23.400,28.000,93.548385
111837466,"Och, Ryan",A,2021,SD,7,0,10.0,2.7,0.258765,5.023,0.157895,0.15,0.55,0.25,0.166667,0.15,0.325,15.000,36.400,14.600,87.50775540000001
111822703,"Mikel, Jordan",A,2021,CWS,19,0,27.1,2.63,0.2990966387,3.222,0.304348,0.092105,0.394737,0.368421,0.0,0.139344,0.278689,13.500,31.700,24.300,91.18098599999999
111815822,"Thomas, Tyler",AA,2021,TEX,26,0,41.0,4.17,0.3355186441,4.025,0.336634,0.247619,0.4,0.304762,0.138889,0.096045,0.288136,16.800,30.500,26.500,89.66081499999999
111828040,"Thibo, Yunior",A,2022,PIT,34,0,49.0,4.78,0.3411253275,4.447,0.308824,0.18705,0.57554,0.179856,0.0625,0.156522,0.221739,7.200,23.100,27.300,86.5568739134299
111825112,"Prizina, Jake",A,2021,BAL,2,0,5.1,0.0,0.1848210526,3.204,0.166667,0.083333,0.333333,0.583333,0.0,0.105263,0.263158,0.000,27.700,43.800,89.629651
111813531,"Solano, Kevin",Rk,2021,ATL,9,0,12.1,2.92,0.3849774194,6.21,0.25,0.189189,0.27027,0.378378,0.0,0.225806,0.096774,8.100,25.800,20.300,94.2007608
111819463,"Cabezas, Andrew",A+,2022,MIN,12,0,17.1,3.63,0.2796394366,3.422,0.289474,0.219512,0.512195,0.219512,0.272727,0.042254,0.366197,14.600,32.000,30.700,89.24587300000002
111828573,"Anderson, Luke",Rk,2021,OAK,2,0,3.0,0.0,0.12515,1.672,0.142857,0.25,0.5,0.0,0.0,0.0,0.3,14.300,29.400,38.900,83.76212360000004
111809025,"Van Buren, Malcolm",A,2021,ATL,13,1,14.1,12.56,0.4164833333,6.466,0.37037,0.214286,0.321429,0.392857,0.076923,0.285714,0.345238,14.300,43.800,24.400,86.50618480000003
111841017,"Boyer, Ryan",A+,2022,TOR,15,0,18.1,2.45,0.2569028169,2.56,0.305556,0.236842,0.263158,0.447368,0.105263,0.055556,0.402778,10.500,34.500,27.900,87.77071199999999
111824052,"Harrison, Kyle",A+,2022,SF,7,7,29.0,1.55,0.2471615385,1.616,0.369565,0.122449,0.44898,0.326531,0.1,0.084746,0.5,6.300,41.100,28.600,82.646471
111801677,"Murdock, Noah",A+,2022,KC,10,10,40.1,5.36,0.3649,4.744,0.327586,0.183333,0.575,0.166667,0.107143,0.12766,0.207447,9.400,19.400,26.900,86.84322999999999
111816941,"Zavolas, Noah",AA,2022,MIL,14,11,61.2,6.57,0.3848496377,5.941,0.325843,0.209424,0.340314,0.382199,0.151163,0.086957,0.202899,17.800,23.900,31.700,92.62233499999999
111824932,"Castro, Fran",Rk-,2021,LA,17,0,27.1,3.95,0.3856039063,3.979,0.37037,0.141176,0.529412,0.247059,0.111111,0.085938,0.234375,6.000,21.800,30.700,88.330092
53496,"Sanabia, Alex",AA,2021,NYM,2,2,9.0,3.0,0.2713894737,5.517,0.185185,0.214286,0.392857,0.321429,0.090909,0.105263,0.131579,21.400,15.900,30.400,92.68047
111498709,"Mazza, Chris",AAA,2022,SEA,10,7,29.0,7.14,0.4095961832,7.419,0.317647,0.210526,0.536842,0.189474,0.391304,0.068702,0.19084,22.300,25.100,28.700,93.33467843844778
111819807,"Lleras, Yeankrlos",A,2022,BAL,2,0,0.0,,0.8083625,,1.0,0.0,0.0,0.0,0.0,0.875,0.0,,0.000,3.200,88.24391800000002
111821615,"Brnovich, Kyle",A+,2021,BAL,8,8,34.1,2.36,0.2245286765,3.432,0.191781,0.2125,0.45,0.2375,0.166667,0.080882,0.352941,16.900,30.900,34.200,93.82943510000004
111809613,"Lindow, Ethan",A+,2021,PHI,12,10,67.1,3.21,0.3237815789,4.792,0.298343,0.206186,0.345361,0.314433,0.129412,0.041353,0.221805,11.500,25.300,30.700,90.68879779999999
111802212,"Schmid, Colin",A+,2022,STL,15,0,17.2,9.17,0.4478744681,8.8,0.303571,0.258065,0.387097,0.274194,0.272727,0.159574,0.170213,16.100,22.000,26.300,86.89690780000001
110691709,"Rowen, Ben",Rk,2021,ANA,2,1,2.1,0.0,0.0,1.958,0.0,0.0,0.6,0.2,0.0,0.0,0.285714,0.000,17.600,21.400,78.43189400000003
111816495,"Shugart, Chase",A+,2021,BOS,22,22,105.1,4.78,0.3379472284,4.322,0.347003,0.2,0.501493,0.21791,0.12766,0.05298,0.205298,17.000,21.500,29.700,91.7690185
111828270,"Sanchez, Franklin",A+,2022,NYM,2,0,3.1,5.4,0.4473642857,4.84,0.363636,0.181818,0.454545,0.181818,0.0,0.142857,0.071429,0.000,19.000,23.100,92.1767519
111815306,"Murfee, Penn",AA,2021,SEA,10,10,52.1,4.13,0.33989869,4.763,0.308271,0.244755,0.405594,0.265734,0.183673,0.087336,0.270742,15.500,24.900,26.500,91.99018
111837369,"McLoughlin, Trey",A,2021,NYM,6,1,19.2,6.41,0.4013365854,7.634,0.254902,0.148649,0.337838,0.364865,0.189189,0.084337,0.216867,15.100,25.000,29.100,91.77946906667455
111819622,"Rodriguez, Gabriel",A,2022,COL,11,0,10.1,9.58,0.5062491803,9.297,0.434783,0.28,0.52,0.08,0.25,0.327869,0.229508,8.300,31.000,22.000,81.68510699999999
46640,"Valdez, Cesar",MLB,2022,ANA,1,0,1.0,9.0,0.35164,3.035,0.4,0.2,0.8,0.0,,0.0,0.0,40.000,21.800,31.600,97.508524
111824630,"Driver, Tyler",AA,2021,SEA,1,1,6.0,1.5,0.278272,1.631,0.352941,0.235294,0.470588,0.176471,0.0,0.04,0.28,11.800,28.900,31.900,91.54750399999999
111797521,"Santana, Dennis",MLB,2021,TEX,39,0,39.2,3.63,0.2946863354,4.109,0.26,0.179245,0.481132,0.264151,0.117647,0.128834,0.233129,18.300,27.600,32.000,91.56864217253849
111837392,"Kelly, Justin",A,2022,TOR,16,0,30.0,5.4,0.3672177419,5.587,0.282051,0.162791,0.534884,0.22093,0.28,0.087302,0.230159,12.900,25.900,31.500,89.03192939876394
111792815,"Chargois, J.T.",MLB,2021,SEA,31,0,30.0,3.0,0.27715,3.235,0.276316,0.25641,0.448718,0.217949,0.086957,0.050847,0.245763,21.800,28.100,24.900,94.13716000480507
111821728,"Carvajal, Breiner",Rk,2021,MIL,1,1,0.2,54.0,0.5578333333,14.172,0.5,0.5,0.5,0.0,,0.5,0.166667,15.000,32.300,18.300,88.51821300000003
111805896,"Gibaut, Ian",MLB,2022,CIN,21,0,23.0,4.7,0.3585960396,3.211,0.431373,0.314815,0.314815,0.259259,0.15,0.108911,0.356436,16.700,23.900,25.700,86.98842537882447
111807018,"Erla, Mason",AA,2022,ANA,13,13,66.2,3.92,0.3196797101,4.116,0.307692,0.194444,0.513889,0.226852,0.112903,0.036232,0.173913,15.300,22.200,32.800,92.44568369999999
111809047,"Otanez, Michel",AA,2022,NYM,14,0,15.0,1.8,0.2900466667,1.943,0.352941,0.147059,0.558824,0.294118,0.0,0.098361,0.327869,11.800,33.100,26.500,92.9217384
111843845,"Serrano, Jose",Rk-,2022,HOU,7,0,11.0,4.91,0.3806615385,4.401,0.324324,0.2,0.514286,0.2,0.1,0.076923,0.134615,2.900,15.800,24.100,83.779172
111803453,"Watson, Nolan",AA,2021,KC,25,6,68.1,5.8,0.4018539936,6.127,0.328889,0.171548,0.485356,0.288703,0.15,0.098726,0.130573,12.100,18.500,25.800,94.58828439999999
111801306,"Pena, Malvin",AA,2021,WAS,5,0,8.1,9.72,0.4188342105,6.997,0.32,0.222222,0.333333,0.407407,0.166667,0.105263,0.157895,14.800,14.100,18.300,91.03061199999998
111825485,"Biddy, Jared",A+,2022,COL,3,0,4.2,1.93,0.3155611111,2.579,0.384615,0.153846,0.461538,0.230769,0.0,0.055556,0.222222,15.400,22.200,29.000,80.13119
111812264,"Brennan, Tim",AA,2022,TEX,18,12,70.1,2.94,0.2975265957,4.821,0.252475,0.150943,0.603774,0.183962,0.176471,0.045936,0.180212,9.100,20.500,30.300,86.6795436
111836924,"Bellair, Cole",Rk,2021,MIN,10,0,21.0,6.43,0.3873362745,3.672,0.410714,0.189655,0.517241,0.241379,0.235294,0.068627,0.333333,12.100,38.200,39.300,91.61360199999999
111829403,"Campos, Ulices",Rk-,2021,DET,14,13,49.2,3.26,0.3178346341,3.392,0.275591,0.214876,0.438017,0.214876,0.02439,0.121951,0.229268,1.700,29.800,29.300,86.89817880000001
111801373,"Thompson, Ryan",AAA,2022,TB,1,0,1.0,0.0,0.417925,4.477,0.5,0.0,1.0,0.0,,0.25,0.25,0.000,0.000,0.000,94.37563
111825080,"Brecht, Ben",A+,2022,TB,11,11,42.2,3.16,0.344820339,3.898,0.353448,0.232,0.304,0.352,0.125,0.03352,0.273743,23.400,28.100,36.900,88.20357299999999
111815711,"Walker, Joshua",AA,2021,NYM,8,7,44.1,2.64,0.2421247059,2.975,0.245763,0.169355,0.427419,0.282258,0.06383,0.041176,0.247059,11.600,22.300,29.900,90.767473
111800651,"Mora, Luis",A+,2021,ATL,3,0,2.2,0.0,0.2494666667,6.753,0.0,0.0,0.333333,0.333333,0.0,0.333333,0.166667,0.000,35.700,19.200,90.17264120000002
111808443,"Grey, Connor",AAA,2022,NYM,22,21,93.0,5.52,0.3677196643,4.402,0.350515,0.159609,0.482085,0.254072,0.078431,0.095238,0.178571,16.100,23.800,24.800,91.79574
53112,"Peralta, Wily",AAA,2021,DET,6,6,19.2,2.75,0.29914875,3.878,0.270833,0.176471,0.529412,0.215686,0.142857,0.1,0.2625,20.000,27.700,24.500,96.027534
